form_id,lexeme,cell,phon_form
912,opinoi,rmt.ipfv.real.3act.nsgact.2und.nsgund.plu,swpinɔrⁿtaj
913,opinoi,rmt.ipfv.real.3act.nsgact.3und.sgund.fem.nplu,kwwpinɔrⁿtaj
914,opinoi,rmt.ipfv.real.3act.nsgact.3und.sgund.fem.plu,kwwpinɔrⁿtaj
915,opinoi,rmt.ipfv.real.3act.nsgact.3und.sgund.def.nplu,swpinɔrⁿtaj
916,opinoi,rmt.ipfv.real.3act.nsgact.3und.sgund.def.plu,swpinɔrⁿtaj
917,opinoi,rmt.ipfv.real.3act.nsgact.3und.nsgund.nplu,swpinɔrⁿtaj
918,opinoi,rmt.ipfv.real.3act.nsgact.3und.nsgund.plu,swpinɔrⁿtaj
919,opinoi,rmt.pfv.real.1act.sgact.2und.sgund.nplu,knpinɔᵑk
920,opinoi,rmt.pfv.real.1act.sgact.2und.nsgund.nplu,spinɔᵑk
921,opinoi,rmt.pfv.real.1act.sgact.3und.sgund.fem.nplu,bpinɔᵑk
922,opinoi,rmt.pfv.real.1act.sgact.3und.sgund.def.nplu,spinɔᵑk
923,opinoi,rmt.pfv.real.1act.sgact.3und.nsgund.nplu,spinɔᵑk
924,opinoi,rmt.pfv.real.1act.nsgact.2und.sgund.nplu,knpinɔᵑkaj
925,opinoi,rmt.pfv.real.1act.nsgact.2und.nsgund.nplu,spinɔᵑkaj
926,opinoi,rmt.pfv.real.1act.nsgact.3und.sgund.fem.nplu,bpinɔᵑkaj
927,opinoi,rmt.pfv.real.1act.nsgact.3und.sgund.def.nplu,spinɔᵑkaj
928,opinoi,rmt.pfv.real.1act.nsgact.3und.nsgund.nplu,spinɔᵑkaj
929,opinoi,rmt.pfv.real.2act.sgact.1und.sgund.nplu,bpinɔᵑk
930,opinoi,rmt.pfv.real.2act.sgact.1und.nsgund.nplu,knpinɔᵑk
931,opinoi,rmt.pfv.real.2act.sgact.3und.sgund.fem.nplu,bpinɔᵑk
932,opinoi,rmt.pfv.real.2act.sgact.3und.sgund.def.nplu,spinɔᵑk
933,opinoi,rmt.pfv.real.2act.sgact.3und.nsgund.nplu,spinɔᵑk
934,opinoi,rmt.pfv.real.2act.nsgact.1und.sgund.nplu,bpinɔᵑkaj
935,opinoi,rmt.pfv.real.2act.nsgact.1und.nsgund.nplu,knpinɔᵑkaj
936,opinoi,rmt.pfv.real.2act.nsgact.3und.sgund.fem.nplu,bpinɔᵑkaj
937,opinoi,rmt.pfv.real.2act.nsgact.3und.sgund.def.nplu,spinɔᵑkaj
938,opinoi,rmt.pfv.real.2act.nsgact.3und.nsgund.nplu,spinɔᵑkaj
939,opinoi,rmt.pfv.real.3act.sgact.1und.sgund.nplu,bpinɔᵑk
940,opinoi,rmt.pfv.real.3act.sgact.1und.nsgund.nplu,knpinɔᵑk
941,opinoi,rmt.pfv.real.3act.sgact.2und.sgund.nplu,knpinɔᵑk
942,opinoi,rmt.pfv.real.3act.sgact.2und.nsgund.nplu,spinɔᵑk
943,opinoi,rmt.pfv.real.3act.sgact.3und.sgund.fem.nplu,bpinɔᵑk
944,opinoi,rmt.pfv.real.3act.sgact.3und.sgund.def.nplu,spinɔᵑk
945,opinoi,rmt.pfv.real.3act.sgact.3und.nsgund.nplu,spinɔᵑk
946,opinoi,rmt.pfv.real.3act.nsgact.1und.sgund.nplu,bpinɔᵑkaj
947,opinoi,rmt.pfv.real.3act.nsgact.1und.nsgund.nplu,knpinɔᵑkaj
948,opinoi,rmt.pfv.real.3act.nsgact.2und.sgund.nplu,knpinɔᵑkaj
949,opinoi,rmt.pfv.real.3act.nsgact.2und.nsgund.nplu,spinɔᵑkaj
950,opinoi,rmt.pfv.real.3act.nsgact.3und.sgund.fem.nplu,bpinɔᵑkaj
951,opinoi,rmt.pfv.real.3act.nsgact.3und.sgund.def.nplu,spinɔᵑkaj
952,opinoi,rmt.pfv.real.3act.nsgact.3und.nsgund.nplu,spinɔᵑkaj
953,omerkntnai,fut.dur.irr.1act.sgact.2und.sgund.nplu,ⁿtmɛrkⁿt
954,omerkntnai,fut.dur.irr.1act.sgact.2und.sgund.plu,ⁿtmɛrbaⁿt
955,omerkntnai,fut.dur.irr.1act.sgact.2und.nsgund.nplu,srmɛrkⁿt
956,omerkntnai,fut.dur.irr.1act.sgact.2und.nsgund.plu,srmɛrbaⁿt
957,omerkntnai,fut.dur.irr.1act.sgact.3und.sgund.fem.nplu,brmɛrkⁿt
958,omerkntnai,fut.dur.irr.1act.sgact.3und.sgund.fem.plu,brmɛrbaⁿt
959,omerkntnai,fut.dur.irr.1act.sgact.3und.sgund.def.nplu,srmɛrkⁿt
960,omerkntnai,fut.dur.irr.1act.sgact.3und.sgund.def.plu,srmɛrbaⁿt
961,omerkntnai,fut.dur.irr.1act.sgact.3und.nsgund.nplu,srmɛrkⁿt
962,omerkntnai,fut.dur.irr.1act.sgact.3und.nsgund.plu,srmɛrbaⁿt
963,omerkntnai,fut.dur.irr.1act.nsgact.2und.sgund.nplu,ⁿtmɛrkⁿtɛj
964,omerkntnai,fut.dur.irr.1act.nsgact.2und.sgund.plu,ⁿtmɛrbaⁿtɛj
965,omerkntnai,fut.dur.irr.1act.nsgact.2und.nsgund.nplu,srmɛrkⁿtɛj
966,omerkntnai,fut.dur.irr.1act.nsgact.2und.nsgund.plu,srmɛrbaⁿtɛj
967,omerkntnai,fut.dur.irr.1act.nsgact.3und.sgund.fem.nplu,brmɛrkⁿtɛj
968,omerkntnai,fut.dur.irr.1act.nsgact.3und.sgund.fem.plu,brmɛrbaⁿtɛj
969,omerkntnai,fut.dur.irr.1act.nsgact.3und.sgund.def.nplu,srmɛrkⁿtɛj
970,omerkntnai,fut.dur.irr.1act.nsgact.3und.sgund.def.plu,srmɛrbaⁿtɛj
971,omerkntnai,fut.dur.irr.1act.nsgact.3und.nsgund.nplu,srmɛrkⁿtɛj
972,omerkntnai,fut.dur.irr.1act.nsgact.3und.nsgund.plu,srmɛrbaⁿtɛj
973,omerkntnai,fut.dur.irr.2act.sgact.1und.sgund.nplu,bmɛrkⁿt
974,omerkntnai,fut.dur.irr.2act.sgact.1und.sgund.plu,bmɛrbaⁿt
975,omerkntnai,fut.dur.irr.2act.sgact.1und.nsgund.nplu,ⁿtmɛrkⁿt
976,omerkntnai,fut.dur.irr.2act.sgact.1und.nsgund.plu,ⁿtmɛrbaⁿt
977,omerkntnai,fut.dur.irr.2act.sgact.3und.sgund.fem.nplu,bmɛrkⁿt
978,omerkntnai,fut.dur.irr.2act.sgact.3und.sgund.fem.plu,bmɛrbaⁿt
979,omerkntnai,fut.dur.irr.2act.sgact.3und.sgund.def.nplu,smɛrkⁿt
980,omerkntnai,fut.dur.irr.2act.sgact.3und.sgund.def.plu,smɛrbaⁿt
981,omerkntnai,fut.dur.irr.2act.sgact.3und.nsgund.nplu,smɛrkⁿt
982,omerkntnai,fut.dur.irr.2act.sgact.3und.nsgund.plu,smɛrbaⁿt
983,omerkntnai,fut.dur.irr.2act.nsgact.1und.sgund.nplu,bmɛrkⁿtɛj
984,omerkntnai,fut.dur.irr.2act.nsgact.1und.sgund.plu,bmɛrbaⁿtɛj
985,omerkntnai,fut.dur.irr.2act.nsgact.1und.nsgund.nplu,ⁿtmɛrkⁿtɛj
986,omerkntnai,fut.dur.irr.2act.nsgact.1und.nsgund.plu,ⁿtmɛrbaⁿtɛj
987,omerkntnai,fut.dur.irr.2act.nsgact.3und.sgund.fem.nplu,bmɛrkⁿtɛj
988,omerkntnai,fut.dur.irr.2act.nsgact.3und.sgund.fem.plu,bmɛrbaⁿtɛj
989,omerkntnai,fut.dur.irr.2act.nsgact.3und.sgund.def.nplu,smɛrkⁿtɛj
990,omerkntnai,fut.dur.irr.2act.nsgact.3und.sgund.def.plu,smɛrbaⁿtɛj
991,omerkntnai,fut.dur.irr.2act.nsgact.3und.nsgund.nplu,smɛrkⁿtɛj
992,omerkntnai,fut.dur.irr.2act.nsgact.3und.nsgund.plu,smɛrbaⁿtɛj
993,omerkntnai,fut.dur.irr.3act.sgact.1und.sgund.nplu,brmɛrkⁿt
994,omerkntnai,fut.dur.irr.3act.sgact.1und.sgund.plu,brmɛrbaⁿt
995,omerkntnai,fut.dur.irr.3act.sgact.1und.nsgund.nplu,ⁿtmɛrkⁿt
996,omerkntnai,fut.dur.irr.3act.sgact.1und.nsgund.plu,ⁿtmɛrbaⁿt
997,omerkntnai,fut.dur.irr.3act.sgact.2und.sgund.nplu,ⁿtmɛrkⁿt
998,omerkntnai,fut.dur.irr.3act.sgact.2und.sgund.plu,ⁿtmɛrbaⁿt
999,omerkntnai,fut.dur.irr.3act.sgact.2und.nsgund.nplu,srmɛrkⁿt
1000,omerkntnai,fut.dur.irr.3act.sgact.2und.nsgund.plu,srmɛrbaⁿt
1001,omerkntnai,fut.dur.irr.3act.sgact.3und.sgund.fem.nplu,brmɛrkⁿt
1002,omerkntnai,fut.dur.irr.3act.sgact.3und.sgund.fem.plu,brmɛrbaⁿt
1003,omerkntnai,fut.dur.irr.3act.sgact.3und.sgund.def.nplu,srmɛrkⁿt
1004,omerkntnai,fut.dur.irr.3act.sgact.3und.sgund.def.plu,srmɛrbaⁿt
1005,omerkntnai,fut.dur.irr.3act.sgact.3und.nsgund.nplu,srmɛrkⁿt
1006,omerkntnai,fut.dur.irr.3act.sgact.3und.nsgund.plu,srmɛrbaⁿt
1007,omerkntnai,fut.dur.irr.3act.nsgact.1und.sgund.nplu,brmɛrkⁿtmɛ
1008,omerkntnai,fut.dur.irr.3act.nsgact.1und.sgund.plu,brmɛrbaⁿtmɛ
1009,omerkntnai,fut.dur.irr.3act.nsgact.1und.nsgund.nplu,ⁿtmɛrkⁿtmɛ
1010,omerkntnai,fut.dur.irr.3act.nsgact.1und.nsgund.plu,ⁿtmɛrbaⁿtmɛ
1011,omerkntnai,fut.dur.irr.3act.nsgact.2und.sgund.nplu,ⁿtmɛrkⁿtmɛ
1012,omerkntnai,fut.dur.irr.3act.nsgact.2und.sgund.plu,ⁿtmɛrbaⁿtmɛ
1013,omerkntnai,fut.dur.irr.3act.nsgact.2und.nsgund.nplu,srmɛrkⁿtmɛ
1014,omerkntnai,fut.dur.irr.3act.nsgact.2und.nsgund.plu,srmɛrbaⁿtmɛ
1015,omerkntnai,fut.dur.irr.3act.nsgact.3und.sgund.fem.nplu,brmɛrkⁿtmɛ
1016,omerkntnai,fut.dur.irr.3act.nsgact.3und.sgund.fem.plu,brmɛrbaⁿtmɛ
1017,omerkntnai,fut.dur.irr.3act.nsgact.3und.sgund.def.nplu,srmɛrkⁿtmɛ
1018,omerkntnai,fut.dur.irr.3act.nsgact.3und.sgund.def.plu,srmɛrbaⁿtmɛ
1019,omerkntnai,fut.dur.irr.3act.nsgact.3und.nsgund.nplu,srmɛrkⁿtmɛ
1020,omerkntnai,fut.dur.irr.3act.nsgact.3und.nsgund.plu,srmɛrbaⁿtmɛ
1021,omerkntnai,fut.dur.pot.1act.sgact.2und.sgund.nplu,ⁿtmɛrkⁿtɔmɔ
1022,omerkntnai,fut.dur.pot.1act.sgact.2und.sgund.plu,ⁿtmɛrbaⁿtɔmɔ
1023,omerkntnai,fut.dur.pot.1act.sgact.2und.nsgund.nplu,srmɛrkⁿtɔmɔ
1024,omerkntnai,fut.dur.pot.1act.sgact.2und.nsgund.plu,srmɛrbaⁿtɔmɔ
1025,omerkntnai,fut.dur.pot.1act.sgact.3und.sgund.fem.nplu,brmɛrkⁿtɔmɔ
1026,omerkntnai,fut.dur.pot.1act.sgact.3und.sgund.fem.plu,brmɛrbaⁿtɔmɔ
1027,omerkntnai,fut.dur.pot.1act.sgact.3und.sgund.def.nplu,srmɛrkⁿtɔmɔ
1028,omerkntnai,fut.dur.pot.1act.sgact.3und.sgund.def.plu,srmɛrbaⁿtɔmɔ
1029,omerkntnai,fut.dur.pot.1act.sgact.3und.nsgund.nplu,srmɛrkⁿtɔmɔ
1030,omerkntnai,fut.dur.pot.1act.sgact.3und.nsgund.plu,srmɛrbaⁿtɔmɔ
1031,omerkntnai,fut.dur.pot.1act.nsgact.2und.sgund.nplu,ⁿtmɛrkⁿtɔmɔɛj
1032,omerkntnai,fut.dur.pot.1act.nsgact.2und.sgund.plu,ⁿtmɛrbaⁿtɔmɔɛj
1033,omerkntnai,fut.dur.pot.1act.nsgact.2und.nsgund.nplu,srmɛrkⁿtɔmɔɛj
1034,omerkntnai,fut.dur.pot.1act.nsgact.2und.nsgund.plu,srmɛrbaⁿtɔmɔɛj
1035,omerkntnai,fut.dur.pot.1act.nsgact.3und.sgund.fem.nplu,brmɛrkⁿtɔmɔɛj
1036,omerkntnai,fut.dur.pot.1act.nsgact.3und.sgund.fem.plu,brmɛrbaⁿtɔmɔɛj
1037,omerkntnai,fut.dur.pot.1act.nsgact.3und.sgund.def.nplu,srmɛrkⁿtɔmɔɛj
1038,omerkntnai,fut.dur.pot.1act.nsgact.3und.sgund.def.plu,srmɛrbaⁿtɔmɔɛj
1039,omerkntnai,fut.dur.pot.1act.nsgact.3und.nsgund.nplu,srmɛrkⁿtɔmɔɛj
1040,omerkntnai,fut.dur.pot.1act.nsgact.3und.nsgund.plu,srmɛrbaⁿtɔmɔɛj
1041,omerkntnai,fut.dur.pot.2act.sgact.1und.sgund.nplu,bmɛrkⁿtɔmɔ
1042,omerkntnai,fut.dur.pot.2act.sgact.1und.sgund.plu,bmɛrbaⁿtɔmɔ
1043,omerkntnai,fut.dur.pot.2act.sgact.1und.nsgund.nplu,ⁿtmɛrkⁿtɔmɔ
1044,omerkntnai,fut.dur.pot.2act.sgact.1und.nsgund.plu,ⁿtmɛrbaⁿtɔmɔ
1045,omerkntnai,fut.dur.pot.2act.sgact.3und.sgund.fem.nplu,bmɛrkⁿtɔmɔ
1046,omerkntnai,fut.dur.pot.2act.sgact.3und.sgund.fem.plu,bmɛrbaⁿtɔmɔ
1047,omerkntnai,fut.dur.pot.2act.sgact.3und.sgund.def.nplu,smɛrkⁿtɔmɔ
1048,omerkntnai,fut.dur.pot.2act.sgact.3und.sgund.def.plu,smɛrbaⁿtɔmɔ
1049,omerkntnai,fut.dur.pot.2act.sgact.3und.nsgund.nplu,smɛrkⁿtɔmɔ
1050,omerkntnai,fut.dur.pot.2act.sgact.3und.nsgund.plu,smɛrbaⁿtɔmɔ
1051,omerkntnai,fut.dur.pot.2act.nsgact.1und.sgund.nplu,bmɛrkⁿtɔmɔɛj
1052,omerkntnai,fut.dur.pot.2act.nsgact.1und.sgund.plu,bmɛrbaⁿtɔmɔɛj
1053,omerkntnai,fut.dur.pot.2act.nsgact.1und.nsgund.nplu,ⁿtmɛrkⁿtɔmɔɛj
1054,omerkntnai,fut.dur.pot.2act.nsgact.1und.nsgund.plu,ⁿtmɛrbaⁿtɔmɔɛj
1055,omerkntnai,fut.dur.pot.2act.nsgact.3und.sgund.fem.nplu,bmɛrkⁿtɔmɔɛj
1056,omerkntnai,fut.dur.pot.2act.nsgact.3und.sgund.fem.plu,bmɛrbaⁿtɔmɔɛj
1057,omerkntnai,fut.dur.pot.2act.nsgact.3und.sgund.def.nplu,smɛrkⁿtɔmɔɛj
1058,omerkntnai,fut.dur.pot.2act.nsgact.3und.sgund.def.plu,smɛrbaⁿtɔmɔɛj
1059,omerkntnai,fut.dur.pot.2act.nsgact.3und.nsgund.nplu,smɛrkⁿtɔmɔɛj
1060,omerkntnai,fut.dur.pot.2act.nsgact.3und.nsgund.plu,smɛrbaⁿtɔmɔɛj
1061,omerkntnai,fut.dur.pot.3act.sgact.1und.sgund.nplu,brmɛrkⁿtɔmɔ
1062,omerkntnai,fut.dur.pot.3act.sgact.1und.sgund.plu,brmɛrbaⁿtɔmɔ
1063,omerkntnai,fut.dur.pot.3act.sgact.1und.nsgund.nplu,ⁿtmɛrkⁿtɔmɔ
1064,omerkntnai,fut.dur.pot.3act.sgact.1und.nsgund.plu,ⁿtmɛrbaⁿtɔmɔ
1065,omerkntnai,fut.dur.pot.3act.sgact.2und.sgund.nplu,ⁿtmɛrkⁿtɔmɔ
1066,omerkntnai,fut.dur.pot.3act.sgact.2und.sgund.plu,ⁿtmɛrbaⁿtɔmɔ
1067,omerkntnai,fut.dur.pot.3act.sgact.2und.nsgund.nplu,srmɛrkⁿtɔmɔ
1068,omerkntnai,fut.dur.pot.3act.sgact.2und.nsgund.plu,srmɛrbaⁿtɔmɔ
1069,omerkntnai,fut.dur.pot.3act.sgact.3und.sgund.fem.nplu,brmɛrkⁿtɔmɔ
1070,omerkntnai,fut.dur.pot.3act.sgact.3und.sgund.fem.plu,brmɛrbaⁿtɔmɔ
1071,omerkntnai,fut.dur.pot.3act.sgact.3und.sgund.def.nplu,srmɛrkⁿtɔmɔ
1072,omerkntnai,fut.dur.pot.3act.sgact.3und.sgund.def.plu,srmɛrbaⁿtɔmɔ
1073,omerkntnai,fut.dur.pot.3act.sgact.3und.nsgund.nplu,srmɛrkⁿtɔmɔ
1074,omerkntnai,fut.dur.pot.3act.sgact.3und.nsgund.plu,srmɛrbaⁿtɔmɔ
1075,omerkntnai,fut.dur.pot.3act.nsgact.1und.sgund.nplu,brmɛrkⁿtɔmɔmɛ
1076,omerkntnai,fut.dur.pot.3act.nsgact.1und.sgund.plu,brmɛrbaⁿtɔmɔmɛ
1077,omerkntnai,fut.dur.pot.3act.nsgact.1und.nsgund.nplu,ⁿtmɛrkⁿtɔmɔmɛ
1078,omerkntnai,fut.dur.pot.3act.nsgact.1und.nsgund.plu,ⁿtmɛrbaⁿtɔmɔmɛ
1079,omerkntnai,fut.dur.pot.3act.nsgact.2und.sgund.nplu,ⁿtmɛrkⁿtɔmɔmɛ
1080,omerkntnai,fut.dur.pot.3act.nsgact.2und.sgund.plu,ⁿtmɛrbaⁿtɔmɔmɛ
1081,omerkntnai,fut.dur.pot.3act.nsgact.2und.nsgund.nplu,srmɛrkⁿtɔmɔmɛ
1082,omerkntnai,fut.dur.pot.3act.nsgact.2und.nsgund.plu,srmɛrbaⁿtɔmɔmɛ
1083,omerkntnai,fut.dur.pot.3act.nsgact.3und.sgund.fem.nplu,brmɛrkⁿtɔmɔmɛ
1084,omerkntnai,fut.dur.pot.3act.nsgact.3und.sgund.fem.plu,brmɛrbaⁿtɔmɔmɛ
1085,omerkntnai,fut.dur.pot.3act.nsgact.3und.sgund.def.nplu,srmɛrkⁿtɔmɔmɛ
1086,omerkntnai,fut.dur.pot.3act.nsgact.3und.sgund.def.plu,srmɛrbaⁿtɔmɔmɛ
1087,omerkntnai,fut.dur.pot.3act.nsgact.3und.nsgund.nplu,srmɛrkⁿtɔmɔmɛ
1088,omerkntnai,fut.dur.pot.3act.nsgact.3und.nsgund.plu,srmɛrbaⁿtɔmɔmɛ
1089,omerkntnai,fut.dur.imp.1act.sgact.2und.sgund.nplu,knmɛrkⁿt
1090,omerkntnai,fut.dur.imp.1act.sgact.2und.sgund.plu,knmɛrbaⁿt
1091,omerkntnai,fut.dur.imp.1act.sgact.2und.nsgund.nplu,srmɛrkⁿt
1092,omerkntnai,fut.dur.imp.1act.sgact.2und.nsgund.plu,srmɛrbaⁿt
1093,omerkntnai,fut.dur.imp.1act.sgact.3und.sgund.fem.nplu,brmɛrkⁿt
1094,omerkntnai,fut.dur.imp.1act.sgact.3und.sgund.fem.plu,brmɛrbaⁿt
1095,omerkntnai,fut.dur.imp.1act.sgact.3und.sgund.def.nplu,srmɛrkⁿt
1096,omerkntnai,fut.dur.imp.1act.sgact.3und.sgund.def.plu,srmɛrbaⁿt
1097,omerkntnai,fut.dur.imp.1act.sgact.3und.nsgund.nplu,srmɛrkⁿt
1098,omerkntnai,fut.dur.imp.1act.sgact.3und.nsgund.plu,srmɛrbaⁿt
1099,omerkntnai,fut.dur.imp.1act.nsgact.2und.sgund.nplu,knmɛrkⁿtɛj
1100,omerkntnai,fut.dur.imp.1act.nsgact.2und.sgund.plu,knmɛrbaⁿtɛj
1101,omerkntnai,fut.dur.imp.1act.nsgact.2und.nsgund.nplu,srmɛrkⁿtɛj
1102,omerkntnai,fut.dur.imp.1act.nsgact.2und.nsgund.plu,srmɛrbaⁿtɛj
1103,omerkntnai,fut.dur.imp.1act.nsgact.3und.sgund.fem.nplu,brmɛrkⁿtɛj
1104,omerkntnai,fut.dur.imp.1act.nsgact.3und.sgund.fem.plu,brmɛrbaⁿtɛj
1105,omerkntnai,fut.dur.imp.1act.nsgact.3und.sgund.def.nplu,srmɛrkⁿtɛj
1106,omerkntnai,fut.dur.imp.1act.nsgact.3und.sgund.def.plu,srmɛrbaⁿtɛj
1107,omerkntnai,fut.dur.imp.1act.nsgact.3und.nsgund.nplu,srmɛrkⁿtɛj
1108,omerkntnai,fut.dur.imp.1act.nsgact.3und.nsgund.plu,srmɛrbaⁿtɛj
1109,omerkntnai,fut.dur.imp.2act.sgact.1und.sgund.nplu,bmɛrkⁿt
1110,omerkntnai,fut.dur.imp.2act.sgact.1und.sgund.plu,bmɛrbaⁿt
1111,omerkntnai,fut.dur.imp.2act.sgact.1und.nsgund.nplu,knmɛrkⁿt
1112,omerkntnai,fut.dur.imp.2act.sgact.1und.nsgund.plu,knmɛrbaⁿt
1113,omerkntnai,fut.dur.imp.2act.sgact.3und.sgund.fem.nplu,bmɛrkⁿt
1114,omerkntnai,fut.dur.imp.2act.sgact.3und.sgund.fem.plu,bmɛrbaⁿt
1115,omerkntnai,fut.dur.imp.2act.sgact.3und.sgund.def.nplu,smɛrkⁿt
1116,omerkntnai,fut.dur.imp.2act.sgact.3und.sgund.def.plu,smɛrbaⁿt
1117,omerkntnai,fut.dur.imp.2act.sgact.3und.nsgund.nplu,smɛrkⁿt
1118,omerkntnai,fut.dur.imp.2act.sgact.3und.nsgund.plu,smɛrbaⁿt
1119,omerkntnai,fut.dur.imp.2act.nsgact.1und.sgund.nplu,bmɛrkⁿtɛj
1120,omerkntnai,fut.dur.imp.2act.nsgact.1und.sgund.plu,bmɛrbaⁿtɛj
1121,omerkntnai,fut.dur.imp.2act.nsgact.1und.nsgund.nplu,knmɛrkⁿtɛj
1122,omerkntnai,fut.dur.imp.2act.nsgact.1und.nsgund.plu,knmɛrbaⁿtɛj
1123,omerkntnai,fut.dur.imp.2act.nsgact.3und.sgund.fem.nplu,bmɛrkⁿtɛj
1124,omerkntnai,fut.dur.imp.2act.nsgact.3und.sgund.fem.plu,bmɛrbaⁿtɛj
1125,omerkntnai,fut.dur.imp.2act.nsgact.3und.sgund.def.nplu,smɛrkⁿtɛj
1126,omerkntnai,fut.dur.imp.2act.nsgact.3und.sgund.def.plu,smɛrbaⁿtɛj
1127,omerkntnai,fut.dur.imp.2act.nsgact.3und.nsgund.nplu,smɛrkⁿtɛj
1128,omerkntnai,fut.dur.imp.2act.nsgact.3und.nsgund.plu,smɛrbaⁿtɛj
1129,omerkntnai,fut.dur.imp.3act.sgact.1und.sgund.nplu,brmɛrkⁿt
1130,omerkntnai,fut.dur.imp.3act.sgact.1und.sgund.plu,brmɛrbaⁿt
1131,omerkntnai,fut.dur.imp.3act.sgact.1und.nsgund.nplu,knmɛrkⁿt
1132,omerkntnai,fut.dur.imp.3act.sgact.1und.nsgund.plu,knmɛrbaⁿt
1133,omerkntnai,fut.dur.imp.3act.sgact.2und.sgund.nplu,knmɛrkⁿt
1134,omerkntnai,fut.dur.imp.3act.sgact.2und.sgund.plu,knmɛrbaⁿt
1135,omerkntnai,fut.dur.imp.3act.sgact.2und.nsgund.nplu,srmɛrkⁿt
1136,omerkntnai,fut.dur.imp.3act.sgact.2und.nsgund.plu,srmɛrbaⁿt
1137,omerkntnai,fut.dur.imp.3act.sgact.3und.sgund.fem.nplu,brmɛrkⁿt
1138,omerkntnai,fut.dur.imp.3act.sgact.3und.sgund.fem.plu,brmɛrbaⁿt
1139,omerkntnai,fut.dur.imp.3act.sgact.3und.sgund.def.nplu,srmɛrkⁿt
1140,omerkntnai,fut.dur.imp.3act.sgact.3und.sgund.def.plu,srmɛrbaⁿt
1141,omerkntnai,fut.dur.imp.3act.sgact.3und.nsgund.nplu,srmɛrkⁿt
1142,omerkntnai,fut.dur.imp.3act.sgact.3und.nsgund.plu,srmɛrbaⁿt
1143,omerkntnai,fut.dur.imp.3act.nsgact.1und.sgund.nplu,brmɛrkⁿtmɛ
1144,omerkntnai,fut.dur.imp.3act.nsgact.1und.sgund.plu,brmɛrbaⁿtmɛ
1145,omerkntnai,fut.dur.imp.3act.nsgact.1und.nsgund.nplu,knmɛrkⁿtmɛ
1146,omerkntnai,fut.dur.imp.3act.nsgact.1und.nsgund.plu,knmɛrbaⁿtmɛ
1147,omerkntnai,fut.dur.imp.3act.nsgact.2und.sgund.nplu,knmɛrkⁿtmɛ
1148,omerkntnai,fut.dur.imp.3act.nsgact.2und.sgund.plu,knmɛrbaⁿtmɛ
1149,omerkntnai,fut.dur.imp.3act.nsgact.2und.nsgund.nplu,srmɛrkⁿtmɛ
1150,omerkntnai,fut.dur.imp.3act.nsgact.2und.nsgund.plu,srmɛrbaⁿtmɛ
1151,omerkntnai,fut.dur.imp.3act.nsgact.3und.sgund.fem.nplu,brmɛrkⁿtmɛ
1152,omerkntnai,fut.dur.imp.3act.nsgact.3und.sgund.fem.plu,brmɛrbaⁿtmɛ
1153,omerkntnai,fut.dur.imp.3act.nsgact.3und.sgund.def.nplu,srmɛrkⁿtmɛ
1154,omerkntnai,fut.dur.imp.3act.nsgact.3und.sgund.def.plu,srmɛrbaⁿtmɛ
1155,omerkntnai,fut.dur.imp.3act.nsgact.3und.nsgund.nplu,srmɛrkⁿtmɛ
1156,omerkntnai,fut.dur.imp.3act.nsgact.3und.nsgund.plu,srmɛrbaⁿtmɛ
1157,omerkntnai,fut.pfv.irr.1act.sgact.2und.sgund.nplu,ⁿtmɛrba
1158,omerkntnai,fut.pfv.irr.1act.sgact.2und.nsgund.nplu,srmɛrba
1159,omerkntnai,fut.pfv.irr.1act.sgact.3und.sgund.fem.nplu,brmɛrba
1160,omerkntnai,fut.pfv.irr.1act.sgact.3und.sgund.def.nplu,srmɛrba
1161,omerkntnai,fut.pfv.irr.1act.sgact.3und.nsgund.nplu,srmɛrba
1162,omerkntnai,fut.pfv.irr.1act.nsgact.2und.sgund.nplu,ⁿtmɛrbaɛj
1163,omerkntnai,fut.pfv.irr.1act.nsgact.2und.nsgund.nplu,srmɛrbaɛj
1164,omerkntnai,fut.pfv.irr.1act.nsgact.3und.sgund.fem.nplu,brmɛrbaɛj
1165,omerkntnai,fut.pfv.irr.1act.nsgact.3und.sgund.def.nplu,srmɛrbaɛj
1166,omerkntnai,fut.pfv.irr.1act.nsgact.3und.nsgund.nplu,srmɛrbaɛj
1167,omerkntnai,fut.pfv.irr.2act.sgact.1und.sgund.nplu,bmɛrba
1168,omerkntnai,fut.pfv.irr.2act.sgact.1und.nsgund.nplu,ⁿtmɛrba
1169,omerkntnai,fut.pfv.irr.2act.sgact.3und.sgund.fem.nplu,bmɛrba
1170,omerkntnai,fut.pfv.irr.2act.sgact.3und.sgund.def.nplu,smɛrba
1171,omerkntnai,fut.pfv.irr.2act.sgact.3und.nsgund.nplu,smɛrba
1172,omerkntnai,fut.pfv.irr.2act.nsgact.1und.sgund.nplu,bmɛrbaɛj
1173,omerkntnai,fut.pfv.irr.2act.nsgact.1und.nsgund.nplu,ⁿtmɛrbaɛj
1174,omerkntnai,fut.pfv.irr.2act.nsgact.3und.sgund.fem.nplu,bmɛrbaɛj
1175,omerkntnai,fut.pfv.irr.2act.nsgact.3und.sgund.def.nplu,smɛrbaɛj
1176,omerkntnai,fut.pfv.irr.2act.nsgact.3und.nsgund.nplu,smɛrbaɛj
1177,omerkntnai,fut.pfv.irr.3act.sgact.1und.sgund.nplu,brmɛrba
